milestone,epoch,dataset,baseline_samples,frangi_samples,baseline_precision,frangi_precision,delta_precision_frangi_minus_baseline,improvement_precision,baseline_recall,frangi_recall,delta_recall_frangi_minus_baseline,improvement_recall,baseline_dice,frangi_dice,delta_dice_frangi_minus_baseline,improvement_dice,baseline_iou,frangi_iou,delta_iou_frangi_minus_baseline,improvement_iou,baseline_wasserstein,frangi_wasserstein,delta_wasserstein_frangi_minus_baseline,improvement_wasserstein,wasserstein_common_finite,wasserstein_total_pairs,wasserstein_common_coverage,wasserstein_datasets_covered,wasserstein_datasets_total
epoch20,20,khanhha_original,1695,1695,0.7493221748481216,0.7525821803010716,0.003260005452950021,0.003260005452950021,0.7711459743369301,0.764593205963194,-0.006552768373736084,-0.006552768373736084,0.7453199181521043,0.7433969835592719,-0.001922934592832437,-0.001922934592832437,0.6238044947390237,0.6221042065954592,-0.0017002881435644879,-0.0017002881435644879,,,,,0,1695,0.0,0,1
epoch20,20,khanhha_noisy1,1695,1695,0.7301769076301692,0.7150774254939851,-0.015099482136184061,-0.015099482136184061,0.7189114288075823,0.7227216143065658,0.003810185498983487,0.003810185498983487,0.6907005064260806,0.6876911884994982,-0.0030093179265824332,-0.0030093179265824332,0.5678115519313996,0.5671702719139617,-0.0006412800174379063,-0.0006412800174379063,,,,,0,1695,0.0,0,1
epoch20,20,khanhha_noisy2,1695,1695,0.6396915775912075,0.6247235213201322,-0.014968056271075336,-0.014968056271075336,0.6748121664957597,0.6086715517641368,-0.06614061473162292,-0.06614061473162292,0.6243293747541984,0.5837138133800122,-0.040615561374186204,-0.040615561374186204,0.5133437612837761,0.4848449934688206,-0.028498767814955528,-0.028498767814955528,,,,,0,1695,0.0,0,1
epoch20,20,road420,420,420,0.861177869296757,0.7517345154768832,-0.1094433538198738,-0.1094433538198738,0.5637789461305484,0.6540681093751632,0.09028916324461489,0.09028916324461489,0.6251577572863767,0.6168933541689894,-0.008264403117387298,-0.008264403117387298,0.4836394002561577,0.4745337872293983,-0.009105613026759385,-0.009105613026759385,,,,,0,420,0.0,0,1
epoch20,20,facade390,390,390,0.6406983079117042,0.5505831715752079,-0.09011513633649637,-0.09011513633649637,0.8253946651891335,0.9096019203278688,0.08420725513873528,0.08420725513873528,0.6655554364566215,0.65386524540482,-0.011690191051801468,-0.011690191051801468,0.5163686768272836,0.4989024325370098,-0.017466244290273825,-0.017466244290273825,,,,,0,390,0.0,0,1
epoch20,20,concrete3k,3000,3000,0.8836147914888591,0.917544861050896,0.033930069562036924,0.033930069562036924,0.7677740041575412,0.7199943091767735,-0.04777969498076762,-0.04777969498076762,0.7989288114855093,0.7889220770382835,-0.010006734447225774,-0.010006734447225774,0.6998229373775023,0.6827934235297374,-0.017029513847764965,-0.017029513847764965,,,,,0,3000,0.0,0,1
epoch20,20,MACRO_6_DATASETS,8895,8895,0.7507802714611365,0.7187076125363627,-0.032072658924773734,-0.032072658924773734,0.7203028641862491,0.7299417851522837,0.009638920966034581,0.009638920966034581,0.6916653007601484,0.6790804436751459,-0.012584857085002565,-0.012584857085002565,0.5674651370691906,0.5550581858790645,-0.012406951190126025,-0.012406951190126025,,,,,0,8895,0.0,0,6
epoch20,20,PONDERE_IMAGES,8895,8895,0.7705946698678561,0.7678111205202424,-0.002783549347613712,-0.002783549347613712,0.7342852175167484,0.7129997957271741,-0.021285421789574266,-0.021285421789574266,0.7207658485220099,0.707808684754631,-0.012957163767378876,-0.012957163767378876,0.6063955051922543,0.5935794170790459,-0.012816088113208335,-0.012816088113208335,,,,,0,8895,0.0,0,6
epoch25_best,25,khanhha_original,1695,1695,0.7493221748481216,0.7526746096742712,0.003352434826149664,0.003352434826149664,0.7711459743369301,0.7665719321451874,-0.004574042191742733,-0.004574042191742733,0.7453199181521043,0.744551397838268,-0.0007685203138363406,-0.0007685203138363406,0.6238044947390237,0.6229724776349823,-0.0008320171040413493,-0.0008320171040413493,,,,,0,1695,0.0,0,1
epoch25_best,25,khanhha_noisy1,1695,1695,0.7301769076301692,0.7110753816739112,-0.019101525956258025,-0.019101525956258025,0.7189114288075823,0.7357816819857322,0.01687025317814994,0.01687025317814994,0.6907005064260806,0.6915218272274141,0.0008213208013334583,0.0008213208013334583,0.5678115519313996,0.5704863157450496,0.0026747638136499496,0.0026747638136499496,,,,,0,1695,0.0,0,1
epoch25_best,25,khanhha_noisy2,1695,1695,0.6396915775912075,0.6228012874423501,-0.016890290148857456,-0.016890290148857456,0.6748121664957597,0.6108812280465025,-0.06393093844925724,-0.06393093844925724,0.6243293747541984,0.5832175747792807,-0.04111179997491765,-0.04111179997491765,0.5133437612837761,0.4841029913509463,-0.029240769932829813,-0.029240769932829813,,,,,0,1695,0.0,0,1
epoch25_best,25,road420,420,420,0.861177869296757,0.7656399306951943,-0.09553793860156268,-0.09553793860156268,0.5637789461305484,0.6391659410766081,0.07538699494605972,0.07538699494605972,0.6251577572863767,0.6129848206288302,-0.012172936657546485,-0.012172936657546485,0.4836394002561577,0.4700934262501071,-0.01354597400605062,-0.01354597400605062,,,,,0,420,0.0,0,1
epoch25_best,25,facade390,390,390,0.6406983079117042,0.5517763017148233,-0.08892200619688095,-0.08892200619688095,0.8253946651891335,0.91097409132606,0.08557942613692648,0.08557942613692648,0.6655554364566215,0.6551241020989096,-0.01043133435771193,-0.01043133435771193,0.5163686768272836,0.49993980938850946,-0.016428867438774142,-0.016428867438774142,,,,,0,390,0.0,0,1
epoch25_best,25,concrete3k,3000,3000,0.8836147914888591,0.9050834227176814,0.021468631228822255,0.021468631228822255,0.7677740041575412,0.7392135758577585,-0.02856042829978267,-0.02856042829978267,0.7989288114855093,0.79337331528927,-0.005555496196239296,-0.005555496196239296,0.6998229373775023,0.6901317148391102,-0.009691222538392164,-0.009691222538392164,,,,,0,3000,0.0,0,1
epoch25_best,25,MACRO_6_DATASETS,8895,8895,0.7507802714611365,0.7181751556530386,-0.032605115808097884,-0.032605115808097884,0.7203028641862491,0.7337647417396415,0.013461877553392343,0.013461877553392343,0.6916653007601484,0.680128839643662,-0.01153646111648643,-0.01153646111648643,0.5674651370691906,0.5562877892014508,-0.011177347867739718,-0.011177347867739718,,,,,0,8895,0.0,0,6
epoch25_best,25,PONDERE_IMAGES,8895,8895,0.7705946698678561,0.7632058700690004,-0.00738879979885565,-0.00738879979885565,0.7342852175167484,0.7221251687389932,-0.012160048777755117,-0.012160048777755117,0.7207658485220099,0.7100359613364481,-0.010729887185561782,-0.010729887185561782,0.6063955051922543,0.596546164623148,-0.009849340569106246,-0.009849340569106246,,,,,0,8895,0.0,0,6
epoch30,30,khanhha_original,1695,1695,0.7493221748481216,0.7552918552197239,0.005969680371602282,0.005969680371602282,0.7711459743369301,0.760451464305142,-0.010694510031788118,-0.010694510031788118,0.7453199181521043,0.7429047871500297,-0.0024151310020745775,-0.0024151310020745775,0.6238044947390237,0.6216589960955258,-0.0021454986434978895,-0.0021454986434978895,,,,,0,1695,0.0,0,1
epoch30,30,khanhha_noisy1,1695,1695,0.7301769076301692,0.7164969839771359,-0.013679923653033277,-0.013679923653033277,0.7189114288075823,0.7227568591594147,0.0038454303518323796,0.0038454303518323796,0.6907005064260806,0.6886658836579946,-0.0020346227680859696,-0.0020346227680859696,0.5678115519313996,0.5679640854632938,0.0001525335318941501,0.0001525335318941501,,,,,0,1695,0.0,0,1
epoch30,30,khanhha_noisy2,1695,1695,0.6396915775912075,0.6246331201584143,-0.015058457432793215,-0.015058457432793215,0.6748121664957597,0.5847993920724232,-0.09001277442333655,-0.09001277442333655,0.6243293747541984,0.567160630950271,-0.057168743803927335,-0.057168743803927335,0.5133437612837761,0.47142076466066923,-0.04192299662310689,-0.04192299662310689,,,,,0,1695,0.0,0,1
epoch30,30,road420,420,420,0.861177869296757,0.8117257156649146,-0.04945215363184241,-0.04945215363184241,0.5637789461305484,0.5829133239885322,0.019134377857983886,0.019134377857983886,0.6251577572863767,0.6014414071786416,-0.023716350107735096,-0.023716350107735096,0.4836394002561577,0.4586471636242635,-0.024992236631894205,-0.024992236631894205,,,,,0,420,0.0,0,1
epoch30,30,facade390,390,390,0.6406983079117042,0.5528948740894948,-0.08780343382220945,-0.08780343382220945,0.8253946651891335,0.9045059274357504,0.07911126224661691,0.07911126224661691,0.6655554364566215,0.6509092346104095,-0.014646201846212015,-0.014646201846212015,0.5163686768272836,0.4961800994121404,-0.020188577415143183,-0.020188577415143183,,,,,0,390,0.0,0,1
epoch30,30,concrete3k,3000,3000,0.8836147914888591,0.9103761802497523,0.02676138876089318,0.02676138876089318,0.7677740041575412,0.7350919737368146,-0.03268203042072659,-0.03268203042072659,0.7989288114855093,0.7936896699164684,-0.005239141569040928,-0.005239141569040928,0.6998229373775023,0.6895959141668415,-0.010227023210660824,-0.010227023210660824,,,,,0,3000,0.0,0,1
epoch30,30,MACRO_6_DATASETS,8895,8895,0.7507802714611365,0.7285697882265726,-0.02221048323456387,-0.02221048323456387,0.7203028641862491,0.7150864901163462,-0.00521637406990294,-0.00521637406990294,0.6916653007601484,0.6741286022439693,-0.017536698516179117,-0.017536698516179117,0.5674651370691906,0.5509111705704557,-0.016553966498734862,-0.016553966498734862,,,,,0,8895,0.0,0,6
epoch30,30,PONDERE_IMAGES,8895,8895,0.7705946698678561,0.7690969717066457,-0.0014976981612103701,-0.0014976981612103701,0.7342852175167484,0.7091770552918214,-0.025108162224926955,-0.025108162224926955,0.7207658485220099,0.7054950600048122,-0.015270788517197653,-0.015270788517197653,0.6063955051922543,0.5925125474238879,-0.013882957768366344,-0.013882957768366344,,,,,0,8895,0.0,0,6
epoch55,55,khanhha_original,1695,1695,0.7493221748481216,0.7576713954148829,0.00834922056676135,0.00834922056676135,0.7711459743369301,0.7588108276778982,-0.012335146659031904,-0.012335146659031904,0.7453199181521043,0.7433005902118791,-0.0020193279402251907,-0.0020193279402251907,0.6238044947390237,0.6221120843362372,-0.0016924104027864484,-0.0016924104027864484,,,,,0,1695,0.0,0,1
epoch55,55,khanhha_noisy1,1695,1695,0.7301769076301692,0.7158390284381544,-0.01433787919201479,-0.01433787919201479,0.7189114288075823,0.7163275170178565,-0.0025839117897258346,-0.0025839117897258346,0.6907005064260806,0.6846160252588099,-0.006084481167270672,-0.006084481167270672,0.5678115519313996,0.5644447003186475,-0.0033668516127521864,-0.0033668516127521864,,,,,0,1695,0.0,0,1
epoch55,55,khanhha_noisy2,1695,1695,0.6396915775912075,0.6209828334726916,-0.018708744118515974,-0.018708744118515974,0.6748121664957597,0.5732237817443783,-0.10158838475138143,-0.10158838475138143,0.6243293747541984,0.5589950058724886,-0.06533436888170974,-0.06533436888170974,0.5133437612837761,0.46498136343630636,-0.04836239784746976,-0.04836239784746976,,,,,0,1695,0.0,0,1
epoch55,55,road420,420,420,0.861177869296757,0.8196428436370181,-0.04153502565973888,-0.04153502565973888,0.5637789461305484,0.5579754593498165,-0.005803486780731837,-0.005803486780731837,0.6251577572863767,0.5839173562802655,-0.04124040100611115,-0.04124040100611115,0.4836394002561577,0.44107489662361327,-0.04256450363254444,-0.04256450363254444,,,,,0,420,0.0,0,1
epoch55,55,facade390,390,390,0.6406983079117042,0.5622184629713678,-0.07847984494033644,-0.07847984494033644,0.8253946651891335,0.894949466961533,0.06955480177239948,0.06955480177239948,0.6655554364566215,0.6513033791846825,-0.014252057271939012,-0.014252057271939012,0.5163686768272836,0.49656899374218216,-0.019799683085101438,-0.019799683085101438,,,,,0,390,0.0,0,1
epoch55,55,concrete3k,3000,3000,0.8836147914888591,0.9077246656345181,0.024109874145659016,0.024109874145659016,0.7677740041575412,0.7367696185936676,-0.031004385563873527,-0.031004385563873527,0.7989288114855093,0.7939442588627997,-0.0049845526227095815,-0.0049845526227095815,0.6998229373775023,0.6901604001761805,-0.00966253720132182,-0.00966253720132182,,,,,0,3000,0.0,0,1
epoch55,55,MACRO_6_DATASETS,8895,8895,0.7507802714611365,0.7306798715947721,-0.02010039986636436,-0.02010039986636436,0.7203028641862491,0.706342778557525,-0.013960085628724084,-0.013960085628724084,0.6916653007601484,0.6693461026118208,-0.022319198148327613,-0.022319198148327613,0.5674651370691906,0.5465570731055278,-0.020908063963662737,-0.020908063963662737,,,,,0,8895,0.0,0,6
epoch55,55,PONDERE_IMAGES,8895,8895,0.7705946698678561,0.7686177923504267,-0.001976877517429365,-0.001976877517429365,0.7342852175167484,0.7044027706732939,-0.029882446843454424,-0.029882446843454424,0.7207658485220099,0.7025184465750224,-0.018247401946987485,-0.018247401946987485,0.6063955051922543,0.5900788899026959,-0.01631661528955841,-0.01631661528955841,,,,,0,8895,0.0,0,6
epoch70,70,khanhha_original,1695,1695,0.7493221748481216,0.7574631842234925,0.008141009375370878,0.008141009375370878,0.7711459743369301,0.7581608831364421,-0.012985091200487964,-0.012985091200487964,0.7453199181521043,0.742710027430317,-0.0026098907217873,-0.0026098907217873,0.6238044947390237,0.6215301278666107,-0.002274366872413003,-0.002274366872413003,,,,,0,1695,0.0,0,1
epoch70,70,khanhha_noisy1,1695,1695,0.7301769076301692,0.7159187207317572,-0.014258186898411962,-0.014258186898411962,0.7189114288075823,0.7163554299116208,-0.0025559988959614754,-0.0025559988959614754,0.6907005064260806,0.6846001859746909,-0.006100320451389751,-0.006100320451389751,0.5678115519313996,0.5644540258748999,-0.003357526056499749,-0.003357526056499749,,,,,0,1695,0.0,0,1
epoch70,70,khanhha_noisy2,1695,1695,0.6396915775912075,0.6213452107957739,-0.018346366795433666,-0.018346366795433666,0.6748121664957597,0.5732841459059305,-0.10152802058982924,-0.10152802058982924,0.6243293747541984,0.5590697004559583,-0.06525967429824009,-0.06525967429824009,0.5133437612837761,0.46502600456748583,-0.048317756716290294,-0.048317756716290294,,,,,0,1695,0.0,0,1
epoch70,70,road420,420,420,0.861177869296757,0.8198805648468013,-0.04129730444995572,-0.04129730444995572,0.5637789461305484,0.557501040042468,-0.006277906088080321,-0.006277906088080321,0.6251577572863767,0.5836996475261964,-0.04145810976018027,-0.04145810976018027,0.4836394002561577,0.44091086416820907,-0.04272853608794863,-0.04272853608794863,,,,,0,420,0.0,0,1
epoch70,70,facade390,390,390,0.6406983079117042,0.5623173353997676,-0.07838097251193665,-0.07838097251193665,0.8253946651891335,0.8949540980797582,0.06955943289062472,0.06955943289062472,0.6655554364566215,0.6511910421952118,-0.014364394261409674,-0.014364394261409674,0.5163686768272836,0.4964757866460999,-0.019892890181183676,-0.019892890181183676,,,,,0,390,0.0,0,1
epoch70,70,concrete3k,3000,3000,0.8836147914888591,0.908107293506631,0.024492502017771867,0.024492502017771867,0.7677740041575412,0.736801986010708,-0.030972018146833147,-0.030972018146833147,0.7989288114855093,0.7939560532431856,-0.004972758242323683,-0.004972758242323683,0.6998229373775023,0.6901843768833563,-0.00963856049414602,-0.00963856049414602,,,,,0,3000,0.0,0,1
epoch70,70,MACRO_6_DATASETS,8895,8895,0.7507802714611365,0.730838718250704,-0.01994155321043245,-0.01994155321043245,0.7203028641862491,0.7061762638478214,-0.01412660033842772,-0.01412660033842772,0.6916653007601484,0.66920444280426,-0.02246085795588848,-0.02246085795588848,0.5674651370691906,0.546430197667777,-0.021034939401413544,-0.021034939401413544,,,,,0,8895,0.0,0,6
epoch70,70,PONDERE_IMAGES,8895,8895,0.7705946698678561,0.7688069634355754,-0.0017877064322806557,-0.0017877064322806557,0.7342852175167484,0.7042844599244615,-0.03000075759228682,-0.03000075759228682,0.7207658485220099,0.702405899060262,-0.018359949461747904,-0.018359949461747904,0.6063955051922543,0.5899745327404659,-0.016420972451788418,-0.016420972451788418,,,,,0,8895,0.0,0,6
