variant,split,epoch,global_step,loss,ce,dice_loss,lr,precision,recall,dice,iou
baseline_r4,train,1.0,1141.0,0.1353751054061389,0.06224348229653219,0.15365800846573766,0.000375323149146078,,,,
baseline_r4,train,2.0,2282.0,0.105106138656084,0.04857622948618023,0.11923861401735117,0.0003438466283573671,,,,
baseline_r4,train,3.0,3423.0,0.1015180713618721,0.04680752914682958,0.11519570498483209,0.0003146013713467602,,,,
baseline_r4,train,4.0,4564.0,0.09996862935455716,0.045709237770036014,0.11353347546483841,0.00028745900955359587,,,,
baseline_r4,train,5.0,5705.0,0.09789621601441155,0.04490805729753505,0.11114325377629787,0.00026229679489743853,,,,
baseline_r4,train,6.0,6846.0,0.09694515425617187,0.04433351991605095,0.11009806094203049,0.00023899743326913342,,,,
baseline_r4,train,7.0,7987.0,0.09595322461699207,0.043605709896247,0.10904010150852587,0.00021744892052571842,,,,
baseline_r4,train,8.0,9128.0,0.09520839493294017,0.04314846441632922,0.10822337586351072,0.00019754438098920036,,,,
baseline_r4,train,9.0,10269.0,0.09430505285377465,0.042780078914435624,0.1071862946415449,0.0001791819084491894,,,,
baseline_r4,train,10.0,11410.0,0.09387999779228888,0.042582584889906884,0.10670434932349336,0.00016226440966939665,,,,
baseline_r4,train,11.0,12551.0,0.09283059553017123,0.042226705243068235,0.10548156627848104,0.00014669945039799058,,,,
baseline_r4,train,12.0,13692.0,0.09246438737929286,0.041940145167594776,0.10509544621424963,0.00013239910388181665,,,,
baseline_r4,train,13.0,14833.0,0.09224010314090433,0.041776216697473466,0.10485607302053052,0.00011927980188447567,,,,
baseline_r4,train,14.0,15974.0,0.09147875845158027,0.041571063354389384,0.10395568045056984,0.00010726218820826495,,,,
baseline_r4,train,15.0,17115.0,0.09167723694618703,0.04140427647081778,0.1042454752558475,9.627097471997922e-05,,,,
baseline_r4,train,16.0,18256.0,0.09169381396889059,0.041190115432928366,0.10431973668799706,8.623479988057278e-05,,,,
baseline_r4,train,17.0,19397.0,0.09060476045471132,0.04119280294664563,0.10295774819660772,7.708608977868277e-05,,,,
baseline_r4,train,18.0,20538.0,0.09051168627390518,0.04092686762421096,0.10290788917244786,6.876092166801357e-05,,,,
baseline_r4,train,19.0,21679.0,0.0905294077377848,0.040818719502233564,0.10295707794472797,6.119889000858157e-05,,,,
baseline_r4,train,20.0,22820.0,0.08993892734388736,0.04069399608398717,0.10225015839498154,5.434297501182111e-05,,,,
baseline_r4,train,21.0,23961.0,0.08977886372287476,0.04051813343172529,0.10209404453178125,4.8139413689551644e-05,,,,
baseline_r4,train,22.0,25102.0,0.08964962969998536,0.04044389193964047,0.10195106241809601,4.253757340680564e-05,,,,
baseline_r4,train,23.0,26243.0,0.08919769381544342,0.04035360353372789,0.10140871481870373,3.7489827938517346e-05,,,,
baseline_r4,train,24.0,27384.0,0.08951527080404768,0.04037154768083463,0.10180119999033856,3.29514360300725e-05,,,,
baseline_r4,train,25.0,28525.0,0.08929284215691735,0.0403084609311443,0.1015389357398833,2.888042246171916e-05,,,,
baseline_r4,train,26.0,29666.0,0.08929663693808235,0.04029374297685418,0.10154735856574423,2.5237461616839435e-05,,,,
baseline_r4,train,27.0,30807.0,0.08926203614794613,0.04030373895673063,0.10150160863146669,2.198576355408202e-05,,,,
baseline_r4,train,28.0,31948.0,0.08872609906793164,0.04003423690635917,0.10089906269160412,1.9090962583355707e-05,,,,
baseline_r4,train,29.0,33089.0,0.08903307547689947,0.04023870710923445,0.10123166585574539,1.6521008345683966e-05,,,,
baseline_r4,train,30.0,34230.0,0.08918156018717366,0.040040270206078664,0.10146688090720582,1.424605939692043e-05,,,,
baseline_r4,train,31.0,35371.0,0.0884915561652779,0.03997598372654472,0.10062044762290433,1.2238379295325219e-05,,,,
baseline_r4,train,32.0,36512.0,0.08881179188148794,0.040144860813856174,0.10097852278758725,1.0472235193002268e-05,,,,
baseline_r4,train,33.0,37653.0,0.08883646460973203,0.040089846817624744,0.10102311735295288,8.923798931197641e-06,,,,
baseline_r4,train,34.0,38794.0,0.08845319884268471,0.04005619961814098,0.10055244682025324,7.571050639458771e-06,,,,
baseline_r4,train,35.0,39935.0,0.08833053256617655,0.04011797358050916,0.10038367052228696,6.393684838654591e-06,,,,
baseline_r4,train,36.0,41076.0,0.08850696523927681,0.03994648245071027,0.10064708405581616,5.373019047856666e-06,,,,
baseline_r4,train,37.0,42217.0,0.08888600147627196,0.040021213109455646,0.10110219686204774,4.49190489508122e-06,,,,
baseline_r4,train,38.0,43358.0,0.08847687446318835,0.039937785463399475,0.100611644915381,3.7346417318921646e-06,,,,
baseline_r4,train,39.0,44499.0,0.08842465405880517,0.039903348537062365,0.10055497894675768,3.086892751865042e-06,,,,
baseline_r4,train,40.0,45640.0,0.08858135258689144,0.04004878066088367,0.10071449369636154,2.5356036129118817e-06,,,,
baseline_r4,train,41.0,46781.0,0.088279745901472,0.03988076864572782,0.10037948842846857,2.0689235634670644e-06,,,,
baseline_r4,train,42.0,47922.0,0.08828744761756802,0.03991728742491849,0.10037998592613247,1.6761290725340642e-06,,,,
baseline_r4,train,43.0,49063.0,0.08859997872495004,0.040011223236639235,0.10074716573948404,1.3475499635931925e-06,,,,
baseline_r4,train,44.0,50204.0,0.08863568332741702,0.040027900900949674,0.10078762713281028,1.0744980523702362e-06,,,,
baseline_r4,train,45.0,51345.0,0.08824585908068888,0.039839763124126494,0.10034738142797552,8.491982884660793e-07,,,,
baseline_r4,train,46.0,52486.0,0.08830306698273505,0.03994041824457052,0.10039372735646186,6.647224008472374e-07,,,,
baseline_r4,train,47.0,53627.0,0.08865056622783203,0.03991542129281918,0.10083435061832564,5.149250471973605e-07,,,,
baseline_r4,train,48.0,54768.0,0.08839652199856447,0.039910000911362854,0.10051815053750088,3.9438246712965863e-07,,,,
baseline_r4,train,49.0,55909.0,0.08886383929331505,0.03983119688215836,0.10112199816758125,2.983336392602892e-07,,,,
baseline_r4,train,50.0,57050.0,0.0882828110187436,0.03996064882287976,0.10036334990932688,2.2262394214267253e-07,,,,
baseline_r4,validation,5.0,5705.0,0.15496976586085842,0.04665982678180879,0.18204724782469864,,0.729821616155621,0.764187121708184,0.7295091196250423,0.6087952927732933
baseline_r4,validation,10.0,11410.0,0.15216618900626835,0.04340668967878951,0.17935606137134924,,0.7501389409671154,0.75455657644972,0.736078845761327,0.6164822173585374
baseline_r4,validation,15.0,17115.0,0.15156821667249634,0.04277202922243524,0.17876726060548095,,0.7683131157401842,0.7348134791074914,0.7363920041293789,0.6170508413382855
baseline_r4,validation,20.0,22820.0,0.14910823544739066,0.043090215611093614,0.17561273769380645,,0.7577156614058285,0.7592688265839029,0.7438733528339898,0.6244404983665929
baseline_r4,validation,25.0,28525.0,0.1488942340163518,0.0426370980369063,0.17545851488866826,,0.7602034041511455,0.7544313830955893,0.7427415337781539,0.623775401205911
baseline_r4,validation,30.0,34230.0,0.14826548375235774,0.0419375443519502,0.17484746597660802,,0.7651929613392704,0.7491504547501829,0.7431173853217032,0.6241494778561911
baseline_r4,validation,35.0,39935.0,0.14829941877316907,0.04175795601520184,0.17493478176251767,,0.7672605394338639,0.7464535092819047,0.7424732527098438,0.6235149638022114
baseline_r4,validation,40.0,45640.0,0.14839122477307018,0.04183516795066714,0.17503023593688458,,0.7667689739341511,0.7466524469862037,0.7419221406598548,0.6231072083460948
baseline_r4,validation,45.0,51345.0,0.14836247937207783,0.041914121859867835,0.17497456594217345,,0.7654431236571738,0.748162007124296,0.7422042888371632,0.6234035570442569
baseline_r4,validation,50.0,57050.0,0.14837357518021133,0.0419376784848301,0.1749825462729916,,0.7653593975944892,0.7484893370232469,0.7421806231547268,0.6234195537087994
frangi_r4,train,1.0,1141.0,0.134269326660818,0.06285483704036711,0.1521229466307487,0.000375323149146078,,,,
frangi_r4,train,2.0,2282.0,0.1061049509241746,0.049025206266690984,0.12037488504734925,0.0003438466283573671,,,,
frangi_r4,train,3.0,3423.0,0.10207845756455955,0.047019754980481006,0.1158431312632498,0.0003146013713467602,,,,
frangi_r4,train,4.0,4564.0,0.10023396934964592,0.04584116268197281,0.11383216891447563,0.00028745900955359587,,,,
frangi_r4,train,5.0,5705.0,0.09821503963664266,0.045095266979987635,0.11149498099407326,0.00026229679489743853,,,,
frangi_r4,train,6.0,6846.0,0.09769458043259241,0.044675249334565126,0.11094941129609225,0.00023899743326913342,,,,
frangi_r4,train,7.0,7987.0,0.09641593836058555,0.04390780217293354,0.10954297053824383,0.00021744892052571842,,,,
frangi_r4,train,8.0,9128.0,0.09581760906734349,0.04350006126608507,0.10889699425642999,0.00019754438098920036,,,,
frangi_r4,train,9.0,10269.0,0.09471236762903323,0.04299063649137507,0.10764279867555884,0.0001791819084491894,,,,
frangi_r4,train,10.0,11410.0,0.0943441390142328,0.04273204528832493,0.10724716059582783,0.00016226440966939665,,,,
frangi_r4,train,11.0,12551.0,0.09331801462849956,0.042471044386698686,0.10602975531589766,0.00014669945039799058,,,,
frangi_r4,train,12.0,13692.0,0.0929384586824909,0.0422198878222461,0.10561809965019996,0.00013239910388181665,,,,
frangi_r4,train,13.0,14833.0,0.09281354820017852,0.04203735104142496,0.10550759561640667,0.00011927980188447567,,,,
frangi_r4,train,14.0,15974.0,0.09204318128219308,0.041904219929830844,0.10457791997924591,0.00010726218820826495,,,,
frangi_r4,train,15.0,17115.0,0.09216097799128968,0.04168185085469594,0.10478075821602376,9.627097471997922e-05,,,,
frangi_r4,train,16.0,18256.0,0.09207301041295819,0.041404844463315583,0.10474005004588603,8.623479988057278e-05,,,,
frangi_r4,train,17.0,19397.0,0.09114888923260646,0.04143899684407855,0.10357636048749912,7.708608977868277e-05,,,,
frangi_r4,train,18.0,20538.0,0.09090057572090343,0.0411405923942024,0.10334056973666292,6.876092166801357e-05,,,,
frangi_r4,train,19.0,21679.0,0.09110818965904134,0.04106420602892103,0.10361918386506157,6.119889000858157e-05,,,,
frangi_r4,train,20.0,22820.0,0.09023550854086562,0.040887240187398026,0.10257257381413298,5.434297501182111e-05,,,,
frangi_r4,train,21.0,23961.0,0.09027616325749524,0.040824254789437825,0.1026391385679805,4.8139413689551644e-05,,,,
frangi_r4,train,22.0,25102.0,0.09025285598690524,0.0407317380519985,0.10263313370039336,4.253757340680564e-05,,,,
frangi_r4,train,23.0,26243.0,0.0897979718926024,0.040618425844062535,0.10209285674859932,3.7489827938517346e-05,,,,
frangi_r4,train,24.0,27384.0,0.09004318999823617,0.04059335447139353,0.10240564714075702,3.29514360300725e-05,,,,
frangi_r4,train,25.0,28525.0,0.08978364384495617,0.04054781321703892,0.10209259973295313,2.888042246171916e-05,,,,
frangi_r4,train,26.0,29666.0,0.08967305142612023,0.040518814305253295,0.10196160896633091,2.5237461616839435e-05,,,,
frangi_r4,train,27.0,30807.0,0.08973331481061621,0.040532600201134174,0.10203349161942103,2.198576355408202e-05,,,,
frangi_r4,train,28.0,31948.0,0.08911529783809216,0.04023123539798125,0.10133631163057165,1.9090962583355707e-05,,,,
frangi_r4,train,29.0,33089.0,0.08944516695258807,0.04047522989838767,0.10168764958979266,1.6521008345683966e-05,,,,
frangi_r4,train,30.0,34230.0,0.08954863198669619,0.04022385536974038,0.1018798245503963,1.424605939692043e-05,,,,
frangi_r4,train,31.0,35371.0,0.08894728820388982,0.040250469619484974,0.10112149103183062,1.2238379295325219e-05,,,,
frangi_r4,train,32.0,36512.0,0.08925518163338657,0.04037938122111099,0.10147413010664094,1.0472235193002268e-05,,,,
frangi_r4,train,33.0,37653.0,0.08933342658930134,0.040361653028201314,0.1015763680575502,8.923798931197641e-06,,,,
frangi_r4,train,34.0,38794.0,0.08885777808601766,0.04023520475193061,0.10101341960933728,7.571050639458771e-06,,,,
frangi_r4,train,35.0,39935.0,0.08858809142645307,0.04022396586412575,0.10067912121282974,6.393684838654591e-06,,,,
frangi_r4,train,36.0,41076.0,0.08885685603259218,0.04015027979139066,0.10103349832982791,5.373019047856666e-06,,,,
frangi_r4,train,37.0,42217.0,0.08916530458094989,0.04021085381236884,0.10140391531270601,4.49190489508122e-06,,,,
frangi_r4,train,38.0,43358.0,0.08875794486713243,0.04010329656890617,0.10092160510557142,3.7346417318921646e-06,,,,
frangi_r4,train,39.0,44499.0,0.08887268197669677,0.04019276508824748,0.1010426593443263,3.086892751865042e-06,,,,
frangi_r4,train,40.0,45640.0,0.08905159129608524,0.04028032599531251,0.10124440589147529,2.5356036129118817e-06,,,,
frangi_r4,train,41.0,46781.0,0.08867471682121626,0.04004805705262761,0.10083137999805414,2.0689235634670644e-06,,,,
frangi_r4,train,42.0,47922.0,0.08871117067065394,0.040098375464503073,0.10086436782564435,1.6761290725340642e-06,,,,
frangi_r4,train,43.0,49063.0,0.08895068192865951,0.04016856746511382,0.10114620875413746,1.3475499635931925e-06,,,,
frangi_r4,train,44.0,50204.0,0.08920806806002345,0.04032960983024262,0.10142768095398451,1.0744980523702362e-06,,,,
frangi_r4,train,45.0,51345.0,0.08883499752772575,0.04012747839138917,0.10101187550426052,8.491982884660793e-07,,,,
frangi_r4,train,46.0,52486.0,0.08883640833858542,0.04021306340782646,0.10099224285218508,6.647224008472374e-07,,,,
frangi_r4,train,47.0,53627.0,0.08908716469715813,0.040117803358658166,0.10132950327565647,5.149250471973605e-07,,,,
frangi_r4,train,48.0,54768.0,0.08884095138724074,0.0401614835807412,0.10101081646397697,3.9438246712965863e-07,,,,
frangi_r4,train,49.0,55909.0,0.08929703161969298,0.04004667610000872,0.10160961890826614,2.983336392602892e-07,,,,
frangi_r4,train,50.0,57050.0,0.08874772360105979,0.04021683073211641,0.1008804449378974,2.2262394214267253e-07,,,,
frangi_r4,train,51.0,58191.0,0.08928093949200604,0.040214832666053336,0.101547464349623,1.6365131906276396e-07,,,,
frangi_r4,train,52.0,59332.0,0.08838905023833725,0.040114795407941474,0.10045761217368893,1.1831494669526094e-07,,,,
frangi_r4,train,53.0,60473.0,0.08901674191056898,0.04020165730476719,0.10122051121998418,8.396640762075633e-08,,,,
frangi_r4,train,54.0,61614.0,0.08881550681541407,0.04018094915468948,0.10097414453650232,5.8363366703838304e-08,,,,
frangi_r4,train,55.0,62755.0,0.08874019585700019,0.04024426788287556,0.10086417623928615,3.962575133212905e-08,,,,
frangi_r4,train,56.0,63896.0,0.08866989052969568,0.040112186011864,0.1008093147869177,2.6194435516271335e-08,,,,
frangi_r4,train,57.0,65037.0,0.08867951480901941,0.04011579660582866,0.10082044257185734,1.6792427850855865e-08,,,,
frangi_r4,train,58.0,66178.0,0.08911331826257768,0.04025740459386674,0.10132729482170158,1.0388563336294316e-08,,,,
frangi_r4,train,59.0,67319.0,0.08918675581461813,0.04007075728944892,0.1014657535644919,6.1636990616346095e-09,,,,
frangi_r4,train,60.0,68460.0,0.08880258720502009,0.04017837688499877,0.10095863816092455,3.479413748320957e-09,,,,
frangi_r4,train,61.0,69601.0,0.0889149585266995,0.04014264791959033,0.10110803438215063,1.8492111548968338e-09,,,,
frangi_r4,train,62.0,70742.0,0.08935768537282109,0.040068686647709975,0.10167993319128607,9.122273426521337e-10,,,,
frangi_r4,train,63.0,71883.0,0.08900003260251307,0.04005056337120516,0.10123739814047851,4.0944180221371114e-10,,,,
frangi_r4,train,64.0,73024.0,0.08925914047098181,0.04024353462837042,0.10151304008143706,1.6239244107979248e-10,,,,
frangi_r4,train,65.0,74165.0,0.08882724838192582,0.04016950110252702,0.10099168350360145,5.439443209797209e-11,,,,
frangi_r4,train,66.0,75306.0,0.08869824373374688,0.040131066969900306,0.10084003627979368,1.426292288695528e-11,,,,
frangi_r4,train,67.0,76447.0,0.08870038885123682,0.040118188114051594,0.10084593732246279,2.5396062019606912e-12,,,,
frangi_r4,train,68.0,77588.0,0.08914104815797781,0.04009843216906975,0.10140170032888207,2.2315124382559158e-13,,,,
frangi_r4,train,69.0,78729.0,0.08884321792438091,0.0401023930235783,0.1010284223752937,3.4959117946811485e-15,,,,
frangi_r4,train,70.0,79870.0,0.08872961677695762,0.040063027684282146,0.1008962623441982,1.5760276878851832e-33,,,,
frangi_r4,validation,5.0,5705.0,0.15553001433285632,0.04651548381201671,0.18278364369378516,,0.7343248024714095,0.7649270725533756,0.7305862527761432,0.6101685183546265
frangi_r4,validation,10.0,11410.0,0.1524404372260935,0.043208185655888555,0.17974849674161408,,0.7603248764617137,0.7485317011189961,0.7355329490596347,0.6162423614372148
frangi_r4,validation,15.0,17115.0,0.14964955890253032,0.04157104104412919,0.1766691852879871,,0.7640517959039622,0.7309044100166063,0.7323881697487516,0.6118729805828287
frangi_r4,validation,20.0,22820.0,0.14891290901279128,0.04193474097769089,0.1756574481787652,,0.7597117032258927,0.7551509857195033,0.7427144930977481,0.6237207050593487
frangi_r4,validation,25.0,28525.0,0.14824869283116782,0.0416816616368791,0.17489044761707281,,0.7595826800083603,0.7576550430341847,0.7448660777613837,0.625429207627257
frangi_r4,validation,30.0,34230.0,0.14809866431178892,0.04145168242457336,0.1747604068872091,,0.7621427396924222,0.7542262785275529,0.7445380873586015,0.6252995419578141
frangi_r4,validation,35.0,39935.0,0.1480653880284073,0.04108991216035944,0.17480925400886616,,0.7665669491265701,0.7486883972571685,0.7437214758674785,0.624578410109112
frangi_r4,validation,40.0,45640.0,0.1480298296678153,0.041119832442390494,0.17475732659103965,,0.7657980004865297,0.7493720859366677,0.7437494399957234,0.6246035223997243
frangi_r4,validation,45.0,51345.0,0.14801780836900655,0.041232373179861656,0.17471416446374508,,0.7643847882220587,0.7512306173576636,0.743944208597323,0.6248320591667658
frangi_r4,validation,50.0,57050.0,0.1480092264967438,0.041245932667860495,0.1747000471470014,,0.7639744766096163,0.7517748512188336,0.7440312237722367,0.6249433300295566
frangi_r4,validation,55.0,62755.0,0.14799938467089202,0.04124518528306849,0.17468793123278945,,0.7644781414428694,0.7515876863353113,0.7440748693290606,0.6249855896332118
frangi_r4,validation,60.0,68460.0,0.14801679143058658,0.04123925788740941,0.17471117202556555,,0.7640737998950298,0.7516155187560615,0.7439813666891887,0.6249070839364509
frangi_r4,validation,65.0,74165.0,0.14800604849108911,0.04123616035331366,0.17469851762490066,,0.7642268960015446,0.7515582354091355,0.7439984546855256,0.6249108142079477
frangi_r4,validation,70.0,79870.0,0.1480207134642311,0.041246965232087214,0.17471414779674982,,0.7640793309567115,0.7515169775907617,0.7439417506870248,0.6248601838503941
